CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
827074758,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538.0,868,670.0,0.828,5228,61,0.6940000000000001,0.564
715389708,36,F,3,Graduate,Married,Less than $40K,Blue,28,4,3,2,4824.0,2517,2307.0,0.838,1516,32,0.391,0.522
709713033,55,M,1,College,Single,$80K - $120K,Blue,48,3,3,3,6846.0,0,6846.0,0.62,1735,35,0.522,0.0
721440633,55,F,1,High School,Single,Less than $40K,Blue,36,5,2,3,7982.0,897,7085.0,0.778,4387,71,0.511,0.11199999999999999
719818983,39,M,1,College,Divorced,$80K - $120K,Blue,28,1,3,4,12464.0,0,12464.0,0.8640000000000001,1195,35,0.522,0.0
719326758,52,F,0,Doctorate,Married,Less than $40K,Blue,36,4,3,2,4353.0,1489,2864.0,0.945,9226,85,1.073,0.342
794665608,48,F,3,Graduate,Single,$40K - $60K,Blue,33,4,2,3,5724.0,582,5142.0,0.8170000000000001,4510,59,0.903,0.102
716863458,44,M,2,Uneducated,Single,$80K - $120K,Silver,36,2,3,3,34516.0,569,33947.0,0.919,8570,68,0.789,0.016
819189108,63,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033.0,0,9033.0,0.78,4456,85,0.635,0.0
712979133,55,M,4,High School,Married,$80K - $120K,Blue,41,2,2,2,27560.0,900,26660.0,1.031,646,10,0.25,0.033
718594608,43,F,2,Post-Graduate,Married,Unknown,Blue,36,3,3,3,20156.0,1759,18397.0,0.47600000000000003,1362,28,0.556,0.087
715588908,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,2,3,6158.0,0,6158.0,1.411,3132,66,0.784,0.0
817958733,42,F,2,Uneducated,Married,Unknown,Blue,37,6,1,1,5099.0,958,4141.0,0.607,4025,73,0.521,0.188
710853033,36,F,1,Doctorate,Unknown,Less than $40K,Blue,36,3,2,2,4943.0,1204,3739.0,0.41700000000000004,4024,82,0.7829999999999999,0.244
720852108,46,M,4,High School,Divorced,$120K +,Blue,31,2,3,1,3569.0,1553,2016.0,0.7979999999999999,16695,116,0.6809999999999999,0.435
788915283,43,F,2,College,Single,Less than $40K,Blue,29,5,1,2,2304.0,1589,715.0,0.872,1273,36,0.895,0.69
717045033,45,F,3,Unknown,Married,Unknown,Blue,36,6,1,3,8459.0,757,7702.0,0.648,4677,87,0.6729999999999999,0.08900000000000001
708222558,37,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2,3,2310.0,1513,797.0,0.682,4191,77,0.833,0.655
710090958,51,M,3,College,Married,$80K - $120K,Blue,40,6,3,3,1844.0,1232,612.0,0.588,4182,71,0.6509999999999999,0.6679999999999999
712981383,44,F,4,College,Married,Less than $40K,Silver,37,3,2,2,10790.0,1930,8860.0,0.75,1052,16,1.286,0.179
771106458,54,F,4,College,Married,Less than $40K,Blue,41,1,5,2,2444.0,1313,1131.0,0.6890000000000001,4609,61,0.794,0.537
715357308,44,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,4141.0,1424,2717.0,0.574,3512,65,0.47700000000000004,0.344
708532308,37,M,2,Uneducated,Single,$60K - $80K,Blue,36,4,2,2,11419.0,2517,8902.0,1.2109999999999999,3000,70,1.0590000000000002,0.22
714159858,57,M,0,Graduate,Married,$40K - $60K,Blue,48,4,2,2,5387.0,2047,3340.0,0.579,1546,36,0.5,0.38
711844758,48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,1,0,13551.0,1294,12257.0,0.7909999999999999,1388,37,1.056,0.095
710349258,45,F,3,High School,Single,Less than $40K,Blue,36,3,2,2,2589.0,2052,537.0,0.636,4133,68,0.789,0.7929999999999999
820268358,48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,43,4,1,3,2357.0,1462,895.0,0.7340000000000001,4534,75,1.0270000000000001,0.62
708759408,48,F,3,Uneducated,Single,$40K - $60K,Blue,39,6,3,2,4207.0,0,4207.0,0.9229999999999999,15124,108,0.7140000000000001,0.0
715077483,47,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,772,666.3,1.4509999999999998,2250,40,0.905,0.537
772637058,34,M,3,Uneducated,Married,$60K - $80K,Blue,24,3,1,4,8167.0,1740,6427.0,1.455,2141,51,0.7,0.213
716329383,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138.0,986,2152.0,1.002,4724,56,0.8059999999999999,0.314
720719883,54,F,1,Graduate,Single,Unknown,Blue,41,3,3,3,1874.0,0,1874.0,0.8059999999999999,2535,55,0.618,0.0
714684933,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680.0,0,3680.0,0.7290000000000001,2725,41,0.5770000000000001,0.0
789749433,33,F,1,Graduate,Married,Less than $40K,Blue,21,5,3,2,2591.0,2340,251.0,0.608,4730,82,0.708,0.903
712613808,45,F,5,College,Single,Unknown,Blue,32,3,3,3,5999.0,658,5341.0,0.638,4283,69,0.605,0.11
788911458,40,F,4,College,Married,Less than $40K,Blue,26,3,1,1,2972.0,0,2972.0,0.593,3840,69,0.769,0.0
712852233,64,F,0,Graduate,Single,Less than $40K,Blue,53,5,3,4,6663.0,765,5898.0,1.129,4583,78,0.857,0.115
710620383,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396.0,1171,23225.0,0.655,965,17,1.125,0.048
717008358,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,2,6540.0,0,6540.0,0.723,7919,88,0.6,0.0
713229633,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759.0,0,2759.0,0.535,2061,47,0.424,0.0
789097833,39,F,0,High School,Single,Less than $40K,Blue,27,4,3,3,3927.0,720,3207.0,0.63,4230,93,0.898,0.183
716931183,45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,0.10400000000000001
716893683,55,F,3,Uneducated,Single,Unknown,Blue,47,4,3,3,14657.0,2517,12140.0,0.166,6009,53,0.514,0.172
764316708,30,F,1,High School,Single,Less than $40K,Blue,23,3,2,2,3955.0,2352,1603.0,0.779,16423,109,0.758,0.595
716362008,37,M,2,Doctorate,Married,$40K - $60K,Blue,29,3,3,2,1808.0,1009,799.0,0.7959999999999999,1744,35,0.9440000000000001,0.5579999999999999
779926608,50,F,2,High School,Married,Less than $40K,Blue,36,6,2,1,1438.3,0,1438.3,0.909,4697,82,0.907,0.0
774437583,55,M,1,Doctorate,Married,$60K - $80K,Blue,49,6,2,4,4597.0,2442,2155.0,0.512,1504,38,0.35700000000000004,0.531
716272158,41,F,3,College,Married,$40K - $60K,Blue,15,5,3,4,4312.0,2517,1795.0,0.741,2693,56,0.436,0.584
716381808,43,M,2,Unknown,Single,$40K - $60K,Blue,36,4,4,1,8406.0,0,8406.0,0.743,3820,75,0.63,0.0
714012258,44,F,2,College,Single,Less than $40K,Blue,34,3,2,1,2429.0,1687,742.0,0.7659999999999999,4122,74,0.85,0.695
708654933,51,F,2,Doctorate,Married,Less than $40K,Platinum,42,3,2,3,15987.0,193,15794.0,0.435,2021,46,0.39399999999999996,0.012
748827033,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37,5,2,3,3290.0,0,3290.0,0.841,4780,84,0.615,0.0
720299283,46,M,3,Uneducated,Married,$60K - $80K,Blue,33,2,2,1,12745.0,0,12745.0,0.5379999999999999,4380,80,0.7390000000000001,0.0
712608783,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037000000000000005
719323683,47,F,3,Uneducated,Single,$40K - $60K,Blue,35,6,5,2,4543.0,1028,3515.0,0.799,4093,77,0.5710000000000001,0.226
738062658,57,M,3,Graduate,Single,$80K - $120K,Blue,50,2,3,3,17096.0,1762,15334.0,0.409,4231,62,0.55,0.10300000000000001
712615008,46,M,2,Graduate,Unknown,$120K +,Blue,34,1,3,2,24431.0,892,23539.0,0.41700000000000004,3457,66,0.5710000000000001,0.037000000000000005
803216433,43,F,5,Graduate,Married,Less than $40K,Silver,33,6,3,2,14806.0,2517,12289.0,0.5579999999999999,4804,57,0.462,0.17
821889858,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970.0,1477,493.0,0.662,2493,44,0.5710000000000001,0.75
814833408,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,4,6036.0,1409,4627.0,0.56,1741,45,0.364,0.233
772782708,50,M,3,Post-Graduate,Single,$80K - $120K,Blue,40,5,2,2,31383.0,1688,29695.0,0.765,1721,56,0.75,0.054000000000000006
708860358,38,M,3,High School,Married,$80K - $120K,Blue,22,4,2,3,6361.0,694,5667.0,0.8440000000000001,1499,31,0.938,0.109
779032308,46,M,3,High School,Married,$80K - $120K,Blue,27,4,2,3,4964.0,2316,2648.0,0.7929999999999999,3279,66,0.941,0.467
713206683,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516.0,0,34516.0,0.64,1028,26,0.3,0.0
708679383,44,F,2,Unknown,Unknown,Less than $40K,Blue,32,5,1,3,4852.0,1777,3075.0,0.667,1775,55,1.037,0.366
718082208,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,3,4,6469.0,2351,4118.0,1.018,1717,50,0.667,0.363
715596783,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.7140000000000001,0.605
771976683,54,F,1,College,Married,Unknown,Blue,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.33299999999999996,0.365
718191483,45,M,3,Graduate,Divorced,$60K - $80K,Blue,35,6,3,2,5065.0,1362,3703.0,0.68,3555,75,0.47100000000000003,0.26899999999999996
713375658,37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176.0,0,3176.0,0.652,2298,67,0.457,0.0
710248233,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490.0,1421,2069.0,1.125,3392,80,0.86,0.40700000000000003
718555308,59,M,1,Unknown,Single,$40K - $60K,Blue,51,3,4,3,3808.0,713,3095.0,0.787,4845,88,0.63,0.187
710155983,52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,3,4,4826.0,0,4826.0,0.9540000000000001,8585,62,1.0,0.0
719731458,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.5379999999999999,1192,27,0.588,0.244
789338583,42,M,2,Doctorate,Married,$80K - $120K,Blue,32,4,2,2,26222.0,1073,25149.0,1.288,1988,30,0.579,0.040999999999999995
716682258,52,M,1,High School,Divorced,$120K +,Blue,36,4,3,5,31945.0,1591,30354.0,0.711,3650,62,0.6759999999999999,0.05
715395933,44,F,3,College,Unknown,Unknown,Blue,35,5,2,2,11238.0,2336,8902.0,0.9109999999999999,5302,70,0.892,0.20800000000000002
714377058,63,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,4,1896.0,0,1896.0,0.747,2186,50,0.562,0.0
714305508,46,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,3,2,13387.0,0,13387.0,0.746,3706,81,0.62,0.0
737925558,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0,1893,2341.0,0.585,1439,42,0.355,0.447
717078933,40,F,5,Graduate,Single,Less than $40K,Blue,29,3,2,4,4205.0,2517,1688.0,0.652,4256,69,0.725,0.599
708511983,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3,2,1663.0,0,1663.0,0.778,3950,82,0.8640000000000001,0.0
816594183,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019.0,1380,639.0,1.158,2005,62,0.59,0.684
709045683,42,F,3,Uneducated,Married,Unknown,Blue,30,3,2,1,3549.0,0,3549.0,0.584,3921,63,0.8,0.0
822984108,34,F,4,High School,Single,Less than $40K,Blue,30,4,1,3,3046.0,2279,767.0,0.611,2330,69,0.643,0.748
721335558,57,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,6482.0,1686,4796.0,0.753,7544,101,0.629,0.26
789483333,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,4419.0,0.7070000000000001,1258,23,1.3,0.152
807604233,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,3,3,11114.0,2482,8632.0,1.08,5044,81,0.688,0.223
709827933,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230.0,1196,11034.0,0.62,3659,76,0.52,0.098
781337658,50,F,1,Graduate,Married,Less than $40K,Blue,44,3,1,2,2602.0,1612,990.0,0.9059999999999999,5532,85,0.735,0.62
719860308,42,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,3,1438.3,0,1438.3,0.6629999999999999,2418,48,0.778,0.0
714722808,50,M,1,College,Married,$80K - $120K,Blue,33,5,3,2,17158.0,1211,15947.0,0.778,4153,91,0.685,0.071
794965233,51,F,1,Graduate,Married,Less than $40K,Silver,45,6,3,3,13199.0,781,12418.0,0.41100000000000003,1927,44,0.63,0.059000000000000004
716506083,44,F,1,High School,Married,Less than $40K,Blue,36,5,3,4,5409.0,0,5409.0,0.8190000000000001,10291,60,0.818,0.0
779655183,48,M,4,College,Single,$80K - $120K,Blue,31,6,1,3,5033.0,0,5033.0,0.597,4054,82,0.8220000000000001,0.0
714880533,40,M,5,Graduate,Single,$40K - $60K,Blue,36,2,2,3,2849.0,1741,1108.0,0.7909999999999999,8669,99,0.768,0.611
823833483,41,M,3,Graduate,Single,$40K - $60K,Blue,37,3,3,2,7839.0,1544,6295.0,0.715,7904,83,0.804,0.19699999999999998
720338658,56,F,3,Post-Graduate,Single,Less than $40K,Blue,42,3,2,2,2490.0,1623,867.0,0.79,2998,60,0.622,0.652
789079758,44,M,4,Doctorate,Unknown,$120K +,Blue,32,3,2,3,34516.0,1356,33160.0,1.169,1531,48,0.655,0.039
712804383,56,F,0,College,Married,Less than $40K,Blue,38,1,1,2,2143.0,1194,949.0,0.49,4684,82,0.907,0.557
714615258,32,M,1,High School,Single,$40K - $60K,Blue,36,6,3,2,4819.0,2134,2685.0,0.8340000000000001,9330,64,0.882,0.44299999999999995
714536208,50,F,3,Uneducated,Married,Less than $40K,Blue,36,1,2,3,2473.0,1675,798.0,0.648,4203,73,0.872,0.677
794675058,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015.0,1963,3052.0,0.8809999999999999,2491,43,0.87,0.391
798783858,48,F,3,Unknown,Unknown,$40K - $60K,Blue,42,2,1,1,9742.0,2517,7225.0,0.6920000000000001,13082,92,0.804,0.258
708360108,50,M,1,College,Single,$40K - $60K,Blue,41,3,1,1,2800.0,1338,1462.0,0.818,4869,90,0.8,0.478
720593583,39,F,2,Doctorate,Divorced,Less than $40K,Blue,32,1,2,2,3554.0,747,2807.0,0.621,5152,90,0.765,0.21
827968383,43,F,3,High School,Unknown,Less than $40K,Blue,39,5,3,2,3370.0,2284,1086.0,0.6729999999999999,4084,70,0.628,0.6779999999999999
711992133,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,2,2,2596.0,868,1728.0,0.743,4801,72,0.7140000000000001,0.33399999999999996
708494583,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902.0,0,1902.0,0.693,3731,53,0.893,0.0
718509858,46,M,3,Graduate,Married,$80K - $120K,Blue,37,3,1,4,4786.0,0,4786.0,0.789,4347,69,0.6829999999999999,0.0
710671608,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798.0,918,5880.0,0.6709999999999999,3961,69,0.605,0.135
711147483,46,F,3,Graduate,Single,Less than $40K,Blue,28,2,2,3,8551.0,1067,7484.0,0.9309999999999999,1097,32,0.778,0.125
711375558,48,F,2,Uneducated,Single,$40K - $60K,Blue,34,2,3,1,3072.0,1734,1338.0,0.754,4540,78,0.857,0.564
714951858,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4473.0,0,4473.0,0.5429999999999999,4047,56,0.75,0.0
716246733,57,F,2,College,Single,Less than $40K,Blue,49,4,2,2,1857.0,1528,329.0,0.698,4681,71,0.868,0.823
714436383,44,M,4,Graduate,Unknown,$80K - $120K,Blue,34,4,3,2,26856.0,0,26856.0,0.581,4222,75,0.47100000000000003,0.0
