CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
736145283.0,43.0,M,2.0,College,Married,$80K - $120K,Blue,24.0,6.0,1.0,4.0,1669.0,0.0,1669.0,0.698,3591.0,59.0,0.7879999999999999,0.0,Existing Customer
712637283.0,36.0,F,2.0,Unknown,Unknown,Less than $40K,Blue,28.0,6.0,1.0,2.0,2169.0,1602.0,567.0,0.6679999999999999,5182.0,78.0,0.8140000000000001,0.7390000000000001,Existing Customer
802460433.0,57.0,F,3.0,High School,Married,Unknown,Blue,51.0,2.0,5.0,2.0,1438.3,0.0,1438.3,0.733,2607.0,37.0,0.609,0.0,Attrited Customer
711183558.0,49.0,M,0.0,High School,Single,$80K - $120K,Blue,39.0,2.0,1.0,3.0,2221.0,1291.0,,0.785,8618.0,98.0,0.815,0.581,Existing Customer
709487058.0,51.0,F,2.0,Unknown,Married,Less than $40K,Silver,36.0,6.0,2.0,3.0,13812.0,1132.0,12680.0,0.6990000000000001,3723.0,56.0,0.867,0.08199999999999999,Existing Customer
713233908.0,33.0,M,2.0,Graduate,Divorced,$60K - $80K,Blue,21.0,5.0,3.0,3.0,20791.0,0.0,,0.7440000000000001,2883.0,93.0,0.755,0.0,Existing Customer
720356133.0,48.0,F,4.0,High School,Single,Unknown,Blue,36.0,2.0,3.0,1.0,23939.0,1419.0,22520.0,0.785,14812.0,101.0,0.804,0.059000000000000004,Existing Customer
713004933.0,40.0,M,3.0,High School,Married,$60K - $80K,Blue,27.0,3.0,2.0,1.0,6813.0,2332.0,,0.58,2634.0,51.0,0.37799999999999995,0.342,Attrited Customer
711003483.0,40.0,M,3.0,Unknown,Divorced,$60K - $80K,Blue,24.0,2.0,3.0,3.0,20466.0,1138.0,19328.0,0.868,15121.0,97.0,0.54,0.055999999999999994,Existing Customer
712562433.0,48.0,F,2.0,Unknown,Married,Less than $40K,Blue,30.0,3.0,3.0,3.0,4204.0,0.0,4204.0,0.703,2316.0,43.0,0.536,0.0,Attrited Customer
719868183.0,42.0,F,3.0,High School,Married,$40K - $60K,Blue,30.0,5.0,3.0,2.0,1456.0,0.0,,0.6940000000000001,2843.0,42.0,0.5,0.0,Attrited Customer
768972558.0,43.0,M,5.0,High School,Married,$120K +,Blue,37.0,4.0,3.0,4.0,11099.0,0.0,11099.0,0.89,3980.0,77.0,0.75,0.0,Existing Customer
720786033.0,55.0,M,1.0,College,Single,$80K - $120K,Blue,42.0,5.0,2.0,4.0,10696.0,1206.0,,0.958,2489.0,38.0,0.9,0.113,Existing Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
712297683.0,47.0,F,3.0,College,Married,Less than $40K,Blue,35.0,6.0,3.0,2.0,1781.0,0.0,1781.0,0.693,2196.0,35.0,0.75,0.0,Attrited Customer
721485708.0,58.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,46.0,6.0,1.0,3.0,9149.0,1806.0,7343.0,0.35,1220.0,36.0,0.33299999999999996,0.19699999999999998,Existing Customer
754282908.0,50.0,F,1.0,Post-Graduate,Married,Less than $40K,Blue,43.0,3.0,1.0,3.0,3368.0,844.0,2524.0,0.838,2022.0,59.0,0.6859999999999999,0.251,Existing Customer
712036383.0,49.0,M,4.0,High School,Single,$60K - $80K,Blue,30.0,6.0,3.0,3.0,18418.0,0.0,18418.0,0.9179999999999999,9980.0,68.0,0.7440000000000001,0.0,Attrited Customer
789820308.0,50.0,F,3.0,Graduate,Married,Less than $40K,Blue,40.0,3.0,2.0,2.0,2925.0,2065.0,860.0,0.6920000000000001,3913.0,47.0,1.474,0.706,Existing Customer
718736883.0,49.0,F,3.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,1.0,4.0,4328.0,2058.0,2270.0,0.835,3421.0,61.0,1.033,0.47600000000000003,Existing Customer
780466533.0,54.0,M,3.0,Doctorate,Married,$120K +,Blue,41.0,3.0,3.0,0.0,21592.0,1676.0,,1.097,1873.0,52.0,0.529,0.078,Existing Customer
788937933.0,39.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,25.0,3.0,1.0,1.0,5494.0,1356.0,4138.0,0.46299999999999997,3566.0,81.0,0.884,0.247,Existing Customer
708386958.0,47.0,F,3.0,Unknown,Married,Less than $40K,Blue,34.0,3.0,3.0,2.0,1561.0,0.0,1561.0,0.502,1947.0,28.0,0.556,0.0,Attrited Customer
708870408.0,53.0,M,4.0,Unknown,Single,Less than $40K,Blue,43.0,6.0,3.0,1.0,3844.0,2079.0,1765.0,0.755,4271.0,56.0,0.8059999999999999,0.541,Existing Customer
715842183.0,42.0,F,5.0,High School,Married,Less than $40K,Blue,35.0,5.0,4.0,3.0,1514.0,745.0,769.0,0.6940000000000001,4004.0,69.0,0.6829999999999999,0.49200000000000005,Existing Customer
719511783.0,48.0,F,1.0,Unknown,Married,Unknown,Blue,41.0,3.0,2.0,2.0,1438.3,1197.0,241.3,0.917,4916.0,78.0,0.696,0.8320000000000001,Existing Customer
789319458.0,48.0,M,5.0,Uneducated,Single,$60K - $80K,Blue,38.0,6.0,2.0,3.0,22639.0,1481.0,,0.703,4219.0,65.0,0.47700000000000004,0.065,Existing Customer
789863208.0,54.0,F,2.0,Graduate,Married,Less than $40K,Blue,44.0,3.0,2.0,3.0,2027.0,1480.0,547.0,0.9790000000000001,1702.0,37.0,0.9470000000000001,0.73,Existing Customer
714154533.0,45.0,F,3.0,High School,Single,Unknown,Blue,36.0,6.0,1.0,2.0,3111.0,1994.0,1117.0,0.753,4478.0,56.0,0.6970000000000001,0.6409999999999999,Existing Customer
714635883.0,48.0,F,2.0,Unknown,Single,Less than $40K,Blue,37.0,3.0,3.0,2.0,3594.0,1996.0,,0.795,14881.0,109.0,0.703,0.555,Existing Customer
825850383.0,53.0,F,2.0,Graduate,Single,Unknown,Blue,49.0,4.0,2.0,3.0,6074.0,0.0,6074.0,0.6970000000000001,4303.0,77.0,0.674,0.0,Existing Customer
709564683.0,32.0,M,2.0,Graduate,Married,$40K - $60K,Blue,22.0,3.0,3.0,5.0,4739.0,0.0,4739.0,0.363,886.0,21.0,0.4,0.0,Attrited Customer
713894358.0,51.0,M,2.0,Post-Graduate,Unknown,$80K - $120K,Gold,46.0,2.0,3.0,2.0,34516.0,814.0,33702.0,0.735,7889.0,98.0,0.508,0.024,Existing Customer
713444058.0,45.0,M,1.0,Unknown,Divorced,$40K - $60K,Silver,31.0,3.0,1.0,1.0,17437.0,2225.0,,0.8140000000000001,3381.0,51.0,0.594,0.128,Existing Customer
711210633.0,51.0,M,3.0,Uneducated,Single,$60K - $80K,Blue,42.0,2.0,4.0,1.0,1922.0,1124.0,798.0,0.7659999999999999,8049.0,76.0,0.434,0.585,Existing Customer
808950108.0,39.0,F,2.0,Graduate,Married,Less than $40K,Blue,34.0,4.0,5.0,2.0,1438.3,859.0,,0.8079999999999999,4409.0,72.0,0.674,0.597,Existing Customer
714960408.0,44.0,F,3.0,College,Single,Less than $40K,Blue,34.0,4.0,3.0,1.0,1605.0,890.0,715.0,0.742,2722.0,45.0,0.5,0.555,Attrited Customer
758787333.0,52.0,M,3.0,Uneducated,Unknown,$120K +,Blue,45.0,4.0,1.0,2.0,18096.0,2404.0,15692.0,0.7340000000000001,3880.0,68.0,0.478,0.133,Existing Customer
708330858.0,57.0,M,3.0,Graduate,Married,$120K +,Blue,38.0,2.0,3.0,3.0,8249.0,1381.0,,0.7979999999999999,678.0,11.0,0.833,0.16699999999999998,Attrited Customer
719127558.0,43.0,M,2.0,High School,Divorced,$80K - $120K,Blue,31.0,6.0,2.0,4.0,34516.0,1075.0,33441.0,0.727,3015.0,65.0,0.47700000000000004,0.031,Existing Customer
718370733.0,48.0,F,2.0,Uneducated,Married,Unknown,Blue,35.0,2.0,3.0,3.0,6074.0,0.0,6074.0,0.782,4504.0,90.0,0.765,0.0,Existing Customer
771852483.0,46.0,M,3.0,Graduate,Single,$80K - $120K,Blue,35.0,6.0,3.0,4.0,4930.0,0.0,4930.0,1.0190000000000001,3343.0,77.0,0.638,0.0,Existing Customer
792345258.0,46.0,F,2.0,Uneducated,Divorced,Unknown,Blue,40.0,5.0,2.0,3.0,20080.0,0.0,20080.0,0.56,4620.0,70.0,0.667,0.0,Existing Customer
779405133.0,40.0,F,3.0,College,Single,Less than $40K,Blue,29.0,4.0,3.0,1.0,5716.0,623.0,5093.0,0.6729999999999999,4387.0,79.0,0.8809999999999999,0.109,Existing Customer
717545808.0,44.0,F,4.0,Post-Graduate,Single,Less than $40K,Blue,32.0,3.0,1.0,2.0,2900.0,1987.0,913.0,0.667,4549.0,70.0,0.75,0.685,Existing Customer
788671608.0,45.0,F,4.0,College,Single,$40K - $60K,Gold,30.0,1.0,2.0,1.0,23051.0,1836.0,21215.0,0.743,14393.0,107.0,0.8140000000000001,0.08,Existing Customer
721295658.0,62.0,M,1.0,Unknown,Single,$80K - $120K,Blue,55.0,6.0,1.0,4.0,34516.0,2517.0,,0.945,3975.0,63.0,0.537,0.073,Existing Customer
713070033.0,56.0,F,2.0,Graduate,Single,Less than $40K,Blue,43.0,5.0,3.0,2.0,1438.3,787.0,651.3,0.737,4830.0,79.0,0.7559999999999999,0.547,Existing Customer
712654233.0,39.0,M,3.0,High School,Married,$80K - $120K,Blue,27.0,1.0,3.0,1.0,19150.0,1093.0,18057.0,0.716,8327.0,85.0,0.545,0.057,Existing Customer
788747358.0,50.0,M,0.0,High School,Divorced,$40K - $60K,Blue,29.0,5.0,3.0,2.0,5530.0,2034.0,3496.0,0.647,4836.0,68.0,0.7440000000000001,0.368,Existing Customer
711775383.0,63.0,M,1.0,Graduate,Single,$60K - $80K,Blue,36.0,6.0,1.0,4.0,2466.0,0.0,2466.0,1.077,4059.0,66.0,0.65,0.0,Existing Customer
710303208.0,52.0,F,1.0,High School,Single,Less than $40K,Blue,40.0,2.0,1.0,1.0,4119.0,2517.0,1602.0,0.754,15215.0,121.0,0.862,0.611,Existing Customer
787493808.0,48.0,F,4.0,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2.0,2.0,2700.0,2480.0,220.0,0.6859999999999999,2396.0,49.0,0.531,0.919,Attrited Customer
719277033.0,44.0,M,3.0,High School,Single,$40K - $60K,Blue,34.0,5.0,3.0,1.0,8997.0,708.0,8289.0,0.586,4558.0,62.0,0.6759999999999999,0.079,Existing Customer
772935108.0,47.0,M,1.0,Unknown,Divorced,$80K - $120K,Silver,38.0,3.0,2.0,3.0,34516.0,802.0,33714.0,0.899,1823.0,27.0,0.8,0.023,Existing Customer
717096858.0,51.0,M,2.0,Doctorate,Single,$40K - $60K,Blue,40.0,4.0,3.0,3.0,6492.0,719.0,5773.0,0.711,4828.0,78.0,0.529,0.111,Existing Customer
825811158.0,51.0,F,2.0,High School,Single,Less than $40K,Blue,47.0,5.0,2.0,3.0,3069.0,2517.0,552.0,0.73,4512.0,83.0,0.7659999999999999,0.82,Existing Customer
781926633.0,48.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,42.0,1.0,3.0,3.0,3202.0,2517.0,685.0,0.597,4675.0,88.0,0.6920000000000001,0.7859999999999999,Existing Customer
769425858.0,45.0,M,3.0,College,Single,$60K - $80K,Blue,32.0,4.0,1.0,2.0,1438.3,0.0,1438.3,0.81,1468.0,26.0,0.625,0.0,Existing Customer
772111083.0,50.0,M,1.0,High School,Married,$80K - $120K,Blue,39.0,3.0,3.0,2.0,5384.0,1396.0,,0.7559999999999999,4338.0,75.0,0.8290000000000001,0.259,Existing Customer
802464033.0,65.0,F,0.0,Graduate,Married,Less than $40K,Blue,56.0,6.0,3.0,3.0,4460.0,1262.0,,0.898,1877.0,41.0,0.7829999999999999,0.28300000000000003,Existing Customer
781137783.0,40.0,M,3.0,High School,Unknown,Less than $40K,Blue,33.0,1.0,3.0,4.0,2420.0,191.0,2229.0,0.818,2478.0,43.0,0.433,0.079,Attrited Customer
708657033.0,60.0,F,2.0,College,Single,Less than $40K,Blue,54.0,5.0,3.0,2.0,2694.0,1923.0,771.0,0.7140000000000001,3837.0,71.0,0.732,0.7140000000000001,Existing Customer
711874833.0,45.0,M,3.0,College,Divorced,$40K - $60K,Blue,37.0,1.0,3.0,2.0,2449.0,0.0,2449.0,0.706,5497.0,88.0,0.63,0.0,Existing Customer
710784333.0,57.0,M,2.0,Unknown,Married,$120K +,Blue,36.0,3.0,2.0,2.0,23700.0,1314.0,22386.0,1.4869999999999999,1644.0,28.0,0.647,0.055,Existing Customer
713535033.0,44.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,3.0,3.0,2.0,22243.0,1377.0,,0.5670000000000001,3200.0,91.0,0.7170000000000001,0.062,Existing Customer
717094758.0,40.0,F,4.0,Post-Graduate,Married,Unknown,Blue,29.0,5.0,3.0,1.0,8823.0,0.0,8823.0,0.812,4453.0,84.0,0.787,0.0,Existing Customer
787466808.0,35.0,F,0.0,Unknown,Married,Less than $40K,Blue,22.0,2.0,2.0,3.0,3009.0,2517.0,492.0,0.735,5329.0,82.0,0.745,0.836,Existing Customer
719222133.0,41.0,M,3.0,Graduate,Single,$40K - $60K,Blue,36.0,2.0,3.0,2.0,8919.0,1723.0,7196.0,0.848,13719.0,96.0,0.7140000000000001,0.193,Existing Customer
709514433.0,41.0,M,3.0,High School,Married,$80K - $120K,Blue,33.0,2.0,1.0,1.0,13818.0,609.0,13209.0,0.787,13209.0,101.0,0.6559999999999999,0.044000000000000004,Existing Customer
787513533.0,47.0,F,1.0,Uneducated,Married,Less than $40K,Blue,36.0,6.0,3.0,3.0,2245.0,1503.0,742.0,0.754,3344.0,54.0,0.5429999999999999,0.669,Existing Customer
721437333.0,46.0,M,2.0,Graduate,Single,$80K - $120K,Blue,36.0,2.0,2.0,2.0,5054.0,2517.0,2537.0,0.605,2027.0,39.0,0.39299999999999996,0.498,Attrited Customer
719256483.0,41.0,F,4.0,High School,Single,$40K - $60K,Blue,30.0,5.0,3.0,3.0,4432.0,1335.0,3097.0,0.7140000000000001,4144.0,79.0,0.7559999999999999,0.301,Existing Customer
708916083.0,49.0,F,0.0,Doctorate,Unknown,Less than $40K,Blue,37.0,5.0,2.0,3.0,1749.0,0.0,1749.0,1.006,2510.0,38.0,0.40700000000000003,0.0,Attrited Customer
713183508.0,39.0,F,1.0,High School,Married,Unknown,Blue,36.0,1.0,3.0,2.0,2751.0,1158.0,1593.0,0.821,4861.0,82.0,0.8220000000000001,0.42100000000000004,Existing Customer
719282433.0,60.0,F,0.0,Graduate,Single,Unknown,Blue,48.0,3.0,3.0,4.0,6417.0,1372.0,5045.0,1.1540000000000001,3280.0,71.0,0.69,0.214,Existing Customer
717920583.0,60.0,F,1.0,Uneducated,Divorced,Less than $40K,Blue,49.0,5.0,2.0,2.0,1443.0,0.0,,0.875,4673.0,59.0,0.735,0.0,Existing Customer
708534033.0,45.0,F,3.0,Graduate,Single,$40K - $60K,Blue,36.0,5.0,2.0,2.0,6274.0,883.0,,0.626,4726.0,82.0,0.708,0.141,Existing Customer
721238508.0,38.0,F,3.0,High School,Single,Less than $40K,Blue,26.0,3.0,3.0,3.0,1939.0,1484.0,455.0,0.5760000000000001,4790.0,77.0,0.75,0.765,Existing Customer
720952608.0,44.0,F,2.0,High School,Single,Less than $40K,Blue,29.0,6.0,1.0,2.0,2288.0,1505.0,783.0,0.7879999999999999,4396.0,68.0,0.659,0.6579999999999999,Existing Customer
772698783.0,50.0,F,2.0,College,Married,Less than $40K,Blue,40.0,3.0,2.0,4.0,8416.0,1549.0,6867.0,0.643,13988.0,124.0,0.7709999999999999,0.184,Existing Customer
711405333.0,52.0,M,3.0,Post-Graduate,Married,$80K - $120K,Blue,43.0,5.0,2.0,2.0,6849.0,2126.0,,0.611,1651.0,43.0,0.344,0.31,Existing Customer
715663458.0,51.0,F,4.0,Unknown,Married,Less than $40K,Blue,39.0,2.0,3.0,1.0,2268.0,651.0,1617.0,0.7170000000000001,5016.0,88.0,0.66,0.287,Existing Customer
780613758.0,47.0,M,5.0,High School,Single,Less than $40K,Blue,35.0,4.0,3.0,5.0,4165.0,0.0,4165.0,0.813,17093.0,111.0,0.82,0.0,Existing Customer
771534408.0,52.0,F,2.0,College,Single,Less than $40K,Blue,40.0,4.0,3.0,3.0,2783.0,2379.0,,0.912,3897.0,74.0,1.0,0.855,Existing Customer
710141208.0,45.0,F,4.0,Uneducated,Married,Less than $40K,Blue,37.0,3.0,3.0,1.0,3196.0,1817.0,1379.0,0.731,13300.0,104.0,0.677,0.569,Existing Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
710061783.0,49.0,M,1.0,Graduate,Married,$40K - $60K,Blue,40.0,6.0,1.0,4.0,14973.0,0.0,14973.0,0.895,4517.0,59.0,0.439,0.0,Attrited Customer
717769008.0,38.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,3.0,4.0,11444.0,1278.0,10166.0,1.31,2493.0,44.0,0.9129999999999999,0.11199999999999999,Existing Customer
778176108.0,61.0,M,0.0,High School,Single,$60K - $80K,Blue,51.0,4.0,2.0,2.0,5504.0,1412.0,4092.0,0.722,1290.0,38.0,0.462,0.257,Existing Customer
714485508.0,45.0,M,3.0,Doctorate,Single,$80K - $120K,Blue,36.0,6.0,2.0,4.0,9086.0,1254.0,,0.93,3906.0,81.0,0.8,0.138,Existing Customer
719006508.0,34.0,M,2.0,Graduate,Married,$60K - $80K,Blue,36.0,5.0,1.0,3.0,2763.0,1913.0,850.0,0.598,4136.0,69.0,0.568,0.6920000000000001,Existing Customer
708600033.0,46.0,M,2.0,Graduate,Married,$40K - $60K,Blue,39.0,4.0,3.0,1.0,1610.0,0.0,1610.0,0.6890000000000001,4958.0,87.0,0.7759999999999999,0.0,Existing Customer
718619883.0,54.0,F,0.0,Uneducated,Married,Less than $40K,Blue,36.0,2.0,2.0,2.0,1494.0,706.0,788.0,1.6740000000000002,1305.0,24.0,3.0,0.473,Existing Customer
710930508.0,37.0,M,3.0,Uneducated,Single,$60K - $80K,Blue,36.0,5.0,2.0,0.0,22352.0,2517.0,19835.0,3.355,1350.0,24.0,1.182,0.113,Existing Customer
712294083.0,54.0,F,2.0,High School,Single,Unknown,Blue,44.0,4.0,3.0,4.0,3778.0,0.0,3778.0,0.7390000000000001,2367.0,45.0,0.452,0.0,Attrited Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
711318033.0,47.0,M,3.0,Graduate,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,2926.0,0.0,2926.0,0.6759999999999999,1304.0,24.0,0.846,0.0,Existing Customer
709066983.0,50.0,M,4.0,High School,Married,$120K +,Blue,41.0,2.0,2.0,2.0,34516.0,2353.0,,0.667,15214.0,129.0,0.675,0.068,Existing Customer
717127083.0,37.0,M,3.0,Graduate,Married,$120K +,Blue,25.0,3.0,3.0,0.0,15017.0,1733.0,13284.0,0.635,2076.0,58.0,0.48700000000000004,0.115,Existing Customer
711156858.0,48.0,F,5.0,High School,Single,Less than $40K,Blue,40.0,1.0,4.0,3.0,8297.0,2517.0,5780.0,0.899,9819.0,74.0,0.682,0.303,Attrited Customer
718715583.0,65.0,M,2.0,Unknown,Married,Less than $40K,Blue,56.0,4.0,2.0,4.0,2318.0,1010.0,1308.0,0.81,1256.0,35.0,0.591,0.436,Existing Customer
710119233.0,37.0,M,1.0,High School,Married,$120K +,Blue,26.0,5.0,2.0,1.0,11726.0,1925.0,9801.0,0.855,4186.0,63.0,0.703,0.16399999999999998,Existing Customer
712681608.0,54.0,F,3.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,4.0,2.0,4542.0,1355.0,3187.0,0.48,4011.0,70.0,0.556,0.298,Existing Customer
719163108.0,44.0,M,3.0,Graduate,Married,$120K +,Blue,31.0,2.0,2.0,3.0,3977.0,1325.0,2652.0,0.769,4076.0,62.0,0.632,0.33299999999999996,Existing Customer
792139308.0,48.0,F,3.0,Graduate,Single,$40K - $60K,Blue,42.0,1.0,2.0,3.0,9215.0,639.0,8576.0,0.6459999999999999,13345.0,114.0,0.754,0.069,Existing Customer
716748483.0,59.0,F,1.0,Uneducated,Married,$40K - $60K,Blue,36.0,2.0,2.0,3.0,3720.0,1569.0,2151.0,0.8909999999999999,16208.0,129.0,0.792,0.42200000000000004,Existing Customer
717995958.0,47.0,F,3.0,Unknown,Married,Unknown,Blue,38.0,5.0,1.0,4.0,1634.0,1463.0,171.0,0.873,4397.0,72.0,0.565,0.895,Existing Customer
712843983.0,41.0,F,2.0,College,Divorced,Less than $40K,Blue,36.0,3.0,3.0,4.0,1569.0,257.0,,0.408,2288.0,45.0,0.667,0.16399999999999998,Attrited Customer
718803333.0,43.0,F,4.0,Graduate,Divorced,Less than $40K,Blue,34.0,2.0,3.0,1.0,3195.0,1954.0,1241.0,0.971,1285.0,29.0,0.706,0.612,Existing Customer
772231233.0,41.0,F,2.0,Graduate,Married,Less than $40K,Blue,30.0,6.0,2.0,4.0,2157.0,721.0,1436.0,0.769,4250.0,85.0,0.889,0.33399999999999996,Existing Customer
712507758.0,36.0,F,2.0,College,Unknown,Unknown,Blue,24.0,6.0,3.0,3.0,3448.0,1903.0,1545.0,0.841,5471.0,87.0,0.642,0.552,Existing Customer
711458583.0,47.0,M,2.0,College,Married,$60K - $80K,Silver,35.0,2.0,1.0,1.0,34516.0,1349.0,33167.0,0.674,8582.0,106.0,0.767,0.039,Existing Customer
716106108.0,49.0,M,4.0,Post-Graduate,Married,$120K +,Silver,41.0,2.0,3.0,2.0,34516.0,0.0,34516.0,0.6629999999999999,13376.0,129.0,0.72,0.0,Existing Customer
803655333.0,53.0,M,2.0,Post-Graduate,Single,$60K - $80K,Silver,47.0,1.0,3.0,3.0,29038.0,2295.0,26743.0,0.657,12025.0,103.0,0.807,0.079,Existing Customer
720460083.0,45.0,F,4.0,Unknown,Single,Unknown,Gold,27.0,1.0,2.0,3.0,34516.0,0.0,34516.0,0.331,2198.0,42.0,0.355,0.0,Attrited Customer
717655458.0,40.0,F,2.0,Uneducated,Unknown,$40K - $60K,Silver,28.0,5.0,3.0,4.0,16903.0,1507.0,15396.0,0.97,3819.0,61.0,0.525,0.08900000000000001,Existing Customer
784263558.0,43.0,M,2.0,Uneducated,Single,$60K - $80K,Silver,37.0,4.0,3.0,3.0,27781.0,0.0,27781.0,1.0,3184.0,61.0,0.743,0.0,Existing Customer
716543433.0,52.0,M,2.0,College,Married,$80K - $120K,Blue,36.0,1.0,2.0,2.0,9959.0,1049.0,,0.976,15195.0,99.0,0.941,0.105,Existing Customer
712009083.0,48.0,M,3.0,Unknown,Unknown,$60K - $80K,Blue,36.0,2.0,1.0,2.0,8290.0,1030.0,,0.87,8980.0,93.0,0.755,0.124,Existing Customer
787506558.0,50.0,M,3.0,Graduate,Single,$60K - $80K,Blue,38.0,4.0,1.0,1.0,10762.0,703.0,10059.0,0.5479999999999999,4509.0,71.0,0.5429999999999999,0.065,Existing Customer
779422458.0,31.0,F,1.0,Unknown,Divorced,Less than $40K,Blue,13.0,2.0,2.0,3.0,3533.0,1206.0,2327.0,0.8590000000000001,16339.0,120.0,0.579,0.341,Existing Customer
712459233.0,59.0,F,1.0,Post-Graduate,Married,$40K - $60K,Blue,46.0,5.0,3.0,3.0,1944.0,1346.0,598.0,1.052,1960.0,57.0,0.727,0.6920000000000001,Existing Customer
715649358.0,39.0,M,2.0,College,Married,$60K - $80K,Blue,26.0,1.0,2.0,2.0,3879.0,0.0,3879.0,0.9279999999999999,7786.0,81.0,0.929,0.0,Attrited Customer
710523333.0,65.0,M,0.0,Graduate,Married,Less than $40K,Blue,56.0,6.0,3.0,2.0,2541.0,1616.0,925.0,0.41700000000000004,1416.0,27.0,0.588,0.636,Existing Customer
811532208.0,51.0,M,4.0,Graduate,Married,$40K - $60K,Silver,46.0,3.0,5.0,2.0,16277.0,1170.0,15107.0,0.95,3634.0,62.0,0.6759999999999999,0.07200000000000001,Existing Customer
778433283.0,51.0,M,3.0,High School,Married,$60K - $80K,Blue,31.0,3.0,3.0,3.0,8989.0,0.0,,0.47,2031.0,53.0,1.038,0.0,Attrited Customer
716988633.0,55.0,M,0.0,High School,Divorced,$60K - $80K,Blue,46.0,6.0,1.0,2.0,9734.0,0.0,9734.0,0.785,1476.0,38.0,0.9,0.0,Existing Customer
779331558.0,45.0,F,2.0,Unknown,Single,Less than $40K,Blue,27.0,6.0,3.0,3.0,1438.3,0.0,,0.6829999999999999,2598.0,59.0,0.595,0.0,Existing Customer
717992433.0,50.0,M,4.0,Graduate,Married,$80K - $120K,Blue,39.0,3.0,1.0,2.0,11900.0,1796.0,10104.0,0.6509999999999999,14666.0,101.0,0.98,0.151,Existing Customer
714443883.0,57.0,F,3.0,Graduate,Married,Less than $40K,Blue,49.0,4.0,2.0,1.0,1781.0,0.0,1781.0,0.57,4593.0,81.0,0.8,0.0,Existing Customer
806160108.0,61.0,M,1.0,High School,Married,$40K - $60K,Blue,56.0,2.0,2.0,3.0,3193.0,2517.0,676.0,1.831,1336.0,30.0,1.143,0.7879999999999999,Existing Customer
718734408.0,57.0,F,2.0,Unknown,Single,$40K - $60K,Blue,45.0,3.0,4.0,3.0,2428.0,932.0,1496.0,0.768,4823.0,62.0,0.8240000000000001,0.384,Existing Customer
770764908.0,39.0,M,2.0,Unknown,Married,$60K - $80K,Blue,25.0,5.0,2.0,3.0,3071.0,2517.0,554.0,0.583,1765.0,36.0,0.565,0.82,Existing Customer
711203658.0,46.0,M,3.0,Graduate,Unknown,$40K - $60K,Blue,34.0,3.0,6.0,1.0,2259.0,1346.0,,0.813,7745.0,88.0,0.517,0.596,Existing Customer
714923583.0,38.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,36.0,2.0,3.0,2.0,2369.0,0.0,2369.0,0.51,1924.0,48.0,0.5479999999999999,0.0,Attrited Customer
715960308.0,53.0,F,1.0,Graduate,Divorced,Less than $40K,Blue,44.0,3.0,3.0,3.0,4090.0,2517.0,,0.562,2016.0,49.0,0.69,0.615,Attrited Customer
787472283.0,49.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,4.0,2.0,2.0,20533.0,1321.0,,0.716,3918.0,78.0,0.5,0.064,Existing Customer
719226333.0,44.0,M,4.0,Unknown,Single,$60K - $80K,Blue,24.0,5.0,3.0,2.0,11042.0,2211.0,8831.0,0.897,1140.0,25.0,0.7859999999999999,0.2,Existing Customer
711574008.0,32.0,M,3.0,College,Single,$80K - $120K,Blue,21.0,4.0,3.0,5.0,21390.0,0.0,21390.0,0.946,2477.0,59.0,0.341,0.0,Existing Customer
709616958.0,38.0,M,2.0,High School,Single,$60K - $80K,Silver,30.0,4.0,3.0,4.0,26556.0,1583.0,24973.0,0.6940000000000001,3168.0,73.0,0.738,0.06,Existing Customer
770901258.0,30.0,F,1.0,Graduate,Married,Less than $40K,Blue,17.0,3.0,1.0,3.0,1512.0,810.0,702.0,1.294,2558.0,44.0,0.5710000000000001,0.536,Existing Customer
710566533.0,40.0,M,1.0,Unknown,Married,$60K - $80K,Blue,27.0,1.0,3.0,3.0,2276.0,1372.0,904.0,0.564,4159.0,67.0,0.718,0.603,Existing Customer
717410508.0,43.0,M,3.0,Unknown,Married,$60K - $80K,Silver,30.0,4.0,3.0,4.0,25856.0,1281.0,24575.0,0.975,3303.0,70.0,0.795,0.05,Existing Customer
